id,groups,number_of_messages,texts,text_ratio,midia,midia_ratio,virals,viral_ratio,repeated_messages,repeated_messages_ratio,days_active,daily_mean,daily_std,daily_median,daily_95,daily_outliers,daily_max,degree_centrality,strenght,viral_degree_centrality,viral_strenght,disinformer,group_list
"-9,15319511491037E+018",2,3,3,1.0,0,0.0,0,0.0,0,0.0,21,0.1428571428571428,0.3585685828003181,0.0,1.0,0,1,476,784,0,0,0,"[{'2018_2': 1}, {'2018_33': 2}]"
"-9,14301267361338E+018",1,353,129,0.3654390934844193,224,0.6345609065155807,13,0.036827195467422,4,0.0310077519379844,117,3.017094017094017,5.1091245386493975,0.0,11.199999999999989,6,33,302,106606,302,3926,0,[{'2018_6': 353}]
"-9,13116232012016E+018",1,38,35,0.9210526315789472,3,0.0789473684210526,0,0.0,0,0.0,29,1.3103448275862069,3.3711321569621733,0.0,9.599999999999987,2,13,273,10374,0,0,0,[{'2018_57': 38}]
"-9,12972884588332E+018",1,2,1,0.5,1,0.5,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,302,604,0,0,0,[{'2018_6': 2}]
"-9,12877634435939E+018",1,2,1,0.5,1,0.5,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,94,188,0,0,0,[{'2018_22': 2}]
"-9,12014776680261E+018",1,1,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,107,107,0,0,0,[{'2018_52': 1}]
"-9,11790880360911E+018",1,14,3,0.2142857142857142,11,0.7857142857142857,0,0.0,0,0.0,72,0.1944444444444444,0.5474367643432587,0.0,1.0,3,3,278,3892,0,0,0,[{'2018_4': 14}]
"-9,11619542240998E+018",1,112,36,0.3214285714285714,76,0.6785714285714286,10,0.0892857142857142,0,0.0,75,1.4933333333333334,3.673768715716407,0.0,7.299999999999997,4,24,105,11760,105,1050,0,[{'2018_19': 112}]
"-9,11363588231015E+018",1,128,55,0.4296875,73,0.5703125,6,0.046875,2,0.0363636363636363,63,2.031746031746032,4.039994626187156,0.0,12.499999999999991,4,18,306,39168,306,1836,0,[{'2018_39': 128}]
"-9,10044010449711E+018",1,36,15,0.4166666666666667,21,0.5833333333333334,3,0.0833333333333333,0,0.0,62,0.5806451612903226,0.9329731621036648,0.0,2.0,3,3,200,7200,200,600,0,[{'2018_12': 36}]
"-9,09896514192974E+018",1,10,0,0.0,10,1.0,0,0.0,0,0.0,60,0.1666666666666666,0.5574356135706044,0.0,1.0499999999999972,3,3,326,3260,0,0,0,[{'2018_42': 10}]
"-9,09694869745302E+018",1,4,0,0.0,4,1.0,0,0.0,0,0.0,13,0.3076923076923077,0.6304251719561152,0.0,1.3999999999999986,1,2,110,440,0,0,0,[{'2018_3': 4}]
"-9,08156420499203E+018",1,85,28,0.3294117647058823,57,0.6705882352941176,5,0.0588235294117647,1,0.0357142857142857,60,1.4166666666666667,2.272098012527425,0.5,7.0,1,11,273,23205,273,1365,0,[{'2018_57': 85}]
"-9,07993854762595E+018",2,26,6,0.2307692307692307,20,0.7692307692307693,2,0.0769230769230769,3,0.5,2,13.0,0.0,13.0,13.0,0,13,313,4069,313,313,0,"[{'2018_17': 13}, {'2018_24': 13}]"
"-9,07882206297482E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,278,556,0,0,0,[{'2018_4': 2}]
"-9,07712215667172E+018",1,298,213,0.714765100671141,85,0.285234899328859,6,0.0201342281879194,9,0.0422535211267605,72,4.138888888888889,8.147073362984203,1.0,19.80000000000001,4,45,270,80460,270,1620,0,[{'2018_59': 298}]
"-9,07648441920722E+018",1,2,1,0.5,1,0.5,1,0.5,0,0.0,1,2.0,,2.0,2.0,0,2,91,182,91,91,0,[{'2018_23': 2}]
"-9,07486835567E+018",1,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,61,0.0491803278688524,0.2180389497465014,0.0,0.0,3,1,153,459,0,0,0,[{'2018_54': 3}]
"-9,0722742195026E+018",1,8,7,875.0,1,125.0,0,0.0,0,0.0,4,2.0,2.160246899469287,1.5,4.549999999999999,1,5,308,2464,0,0,0,[{'2018_33': 8}]
"-9,06869498645658E+018",1,1,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,165,165,0,0,0,[{'2018_24': 1}]
"-9,06584233329758E+018",1,119,44,0.3697478991596639,75,0.6302521008403361,8,0.0672268907563025,1,0.0227272727272727,57,2.087719298245614,5.261995485671578,0.0,8.999999999999979,3,31,188,22372,188,1504,0,[{'2018_9': 119}]
"-9,05389017342526E+018",1,38,17,0.4473684210526316,21,0.5526315789473685,11,0.2894736842105263,5,0.2941176470588235,23,1.6521739130434785,3.938258679026162,1.0,7.399999999999991,2,18,188,7144,188,2068,0,[{'2018_25': 38}]
"-9,04405275427417E+018",1,46,21,0.4565217391304347,25,0.5434782608695652,2,0.0434782608695652,0,0.0,12,3.8333333333333335,5.149286505444373,1.5,13.45,1,14,278,12788,278,556,0,[{'2018_4': 46}]
"-9,04337587983224E+018",1,17,4,0.2352941176470588,13,0.7647058823529411,1,0.0588235294117647,0,0.0,50,0.34,1.0421719862765415,0.0,2.0999999999999943,3,6,140,2380,140,140,0,[{'2018_49': 17}]
"-9,04299939722072E+018",1,27,27,1.0,0,0.0,2,0.074074074074074,2,0.074074074074074,1,27.0,,27.0,27.0,0,27,22,594,22,44,0,[{'2018_28': 27}]
"-9,04154814469391E+018",1,9,6,0.6666666666666666,3,0.3333333333333333,0,0.0,0,0.0,9,1.0,1.4142135623730951,0.0,3.2,1,4,91,819,0,0,0,[{'2018_23': 9}]
"-9,04086493706884E+018",1,32,6,0.1875,26,0.8125,0,0.0,0,0.0,13,2.4615384615384617,2.5695455050580644,2.0,6.599999999999994,1,9,273,8736,0,0,0,[{'2018_45': 32}]
"-9,03684629128621E+018",1,50,16,0.32,34,0.68,3,0.06,0,0.0,54,0.925925925925926,2.6123931907522544,0.0,4.699999999999989,3,17,302,15100,302,906,0,[{'2018_6': 50}]
"-9,02985777250945E+018",1,25,24,0.96,1,0.04,0,0.0,0,0.0,78,0.3205128205128205,1.122307337396384,0.0,1.299999999999983,4,7,306,7650,0,0,0,[{'2018_39': 25}]
"-9,02878195353638E+018",1,17,9,0.5294117647058824,8,0.4705882352941176,2,0.1176470588235294,0,0.0,11,1.5454545454545454,1.8090680674665816,1.0,4.5,1,5,89,1513,89,178,0,[{'2018_44': 17}]
"-9,02847767524456E+018",1,32,26,0.8125,6,0.1875,0,0.0,0,0.0,36,0.8888888888888888,2.3272028308407107,0.0,5.0,1,12,273,8736,0,0,0,[{'2018_45': 32}]
"-9,02661802186321E+018",1,145,60,0.4137931034482758,85,0.5862068965517241,1,0.0068965517241379,0,0.0,87,1.6666666666666667,2.5729661946398923,1.0,7.400000000000006,5,12,188,27260,188,188,0,[{'2018_25': 145}]
"-9,02511638943405E+018",1,12,9,0.75,3,0.25,0,0.0,0,0.0,3,4.0,3.605551275463989,3.0,7.5,1,8,273,3276,0,0,0,[{'2018_57': 12}]
"-9,01982180165039E+018",1,15,12,0.8,3,0.2,1,0.0666666666666666,0,0.0,4,3.75,2.0615528128088303,3.5,5.85,1,6,273,4095,273,273,0,[{'2018_57': 15}]
"-9,0175383597263E+018",1,27,4,0.1481481481481481,23,0.8518518518518519,0,0.0,0,0.0,4,6.75,5.619905100029122,6.0,13.099999999999998,1,14,110,2970,0,0,0,[{'2018_3': 27}]
"-9,01676859638123E+018",1,3,3,1.0,0,0.0,0,0.0,0,0.0,1,3.0,,3.0,3.0,0,3,200,600,0,0,0,[{'2018_12': 3}]
"-9,01562953055917E+018",1,4,1,0.25,3,0.75,0,0.0,0,0.0,15,0.2666666666666666,0.5936168397046637,0.0,1.299999999999999,1,2,25,100,0,0,0,[{'2018_41': 4}]
"-9,01561117951166E+018",1,15,11,0.7333333333333333,4,0.2666666666666666,0,0.0,1,0.0909090909090909,28,0.5357142857142857,1.5270921982678654,0.0,3.299999999999997,2,7,326,4890,0,0,0,[{'2018_42': 15}]
"-9,01288122481651E+018",1,2,1,0.5,1,0.5,0,0.0,0,0.0,2,1.0,0.0,1.0,1.0,0,1,188,376,0,0,0,[{'2018_9': 2}]
"-9,01010144089431E+018",1,3,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0.0,50,0.06,0.2398979374820953,0.0,0.5499999999999972,3,1,65,195,65,65,0,[{'2018_58': 3}]
"-8,99904350464589E+018",1,117,89,0.7606837606837606,28,0.2393162393162393,1,0.0085470085470085,8,0.0898876404494382,33,3.5454545454545454,6.851509455454456,1.0,11.799999999999995,2,37,278,32526,278,278,0,[{'2018_4': 117}]
"-8,99873452278917E+018",1,5,2,0.4,3,0.6,0,0.0,0,0.0,24,0.2083333333333333,0.5089773777040514,0.0,1.0,1,2,51,255,0,0,0,[{'2018_21': 5}]
"-8,99632813426894E+018",1,2,2,1.0,0,0.0,1,0.5,0,0.0,11,0.1818181818181818,0.4045199174779452,0.0,1.0,0,1,200,400,200,200,0,[{'2018_12': 2}]
"-8,9952337140028E+018",1,89,58,0.651685393258427,31,0.348314606741573,2,0.0224719101123595,0,0.0,57,1.5614035087719298,4.640726328079509,0.0,5.599999999999966,3,30,105,9345,105,210,0,[{'2018_19': 89}]
"-8,98273489157368E+018",1,17,16,0.9411764705882352,1,0.0588235294117647,0,0.0,0,0.0,22,0.7727272727272727,2.091520708589536,0.0,5.799999999999997,2,8,153,2601,0,0,0,[{'2018_54': 17}]
"-8,97615370402678E+018",1,10,4,0.4,6,0.6,2,0.2,0,0.0,35,0.2857142857142857,0.710071602496726,0.0,2.0,1,3,56,560,56,112,0,[{'2018_43': 10}]
"-8,97590412475604E+018",1,15,11,0.7333333333333333,4,0.2666666666666666,1,0.0666666666666666,0,0.0,37,0.4054054054054054,0.9848705346236984,0.0,2.3999999999999915,2,4,18,270,18,18,0,[{'2018_53': 15}]
"-8,96999941071235E+018",2,66,32,0.4848484848484848,34,0.5151515151515151,4,0.0606060606060606,1,0.03125,76,0.868421052631579,1.9822015051496515,0.0,5.25,4,9,496,20088,308,1232,0,"[{'2018_25': 2}, {'2018_33': 64}]"
"-8,96712642874572E+018",1,48,16,0.3333333333333333,32,0.6666666666666666,9,0.1875,1,0.0625,77,0.6233766233766234,1.4145760108594287,0.0,3.200000000000003,4,8,202,9696,202,1818,0,[{'2018_32': 48}]
"-8,96675339661574E+018",1,5,0,0.0,5,1.0,0,0.0,0,0.0,9,0.5555555555555556,0.881917103688197,0.0,2.0,0,2,188,940,0,0,0,[{'2018_9': 5}]
"-8,96191907475936E+018",1,78,54,0.6923076923076923,24,0.3076923076923077,0,0.0,0,0.0,21,3.7142857142857135,6.042705165262138,1.0,12.0,1,25,188,14664,0,0,0,[{'2018_25': 78}]
"-8,96100580104462E+018",4,61,34,0.5573770491803278,27,0.4426229508196721,9,0.1475409836065573,4,0.1176470588235294,66,0.9242424242424242,3.9196177445515374,0.0,2.75,4,30,764,13337,764,1755,0,"[{'2018_24': 5}, {'2018_33': 29}, {'2018_36': 22}, {'2018_55': 5}]"
"-8,95887082659307E+018",2,3,3,1.0,0,0.0,0,0.0,0,0.0,10,0.3,0.6749485577105528,0.0,1.549999999999999,1,2,331,496,0,0,0,"[{'2018_24': 2}, {'2018_55': 1}]"
"-8,95836635078563E+018",1,28,15,0.5357142857142857,13,0.4642857142857143,3,0.1071428571428571,0,0.0,61,0.4590163934426229,0.9232870714969644,0.0,2.0,3,4,19,532,19,57,0,[{'2018_34': 28}]
"-8,95659714721468E+018",1,274,227,0.8284671532846716,47,0.1715328467153284,4,0.0145985401459854,11,0.0484581497797356,69,3.971014492753623,12.098822274347926,0.0,16.799999999999983,4,93,273,74802,273,1092,0,[{'2018_57': 274}]
"-8,94732916591569E+018",1,9,4,0.4444444444444444,5,0.5555555555555556,2,0.2222222222222222,0,0.0,52,0.173076923076923,0.5502638884280832,0.0,1.0,2,3,100,900,100,200,0,[{'2018_29': 9}]
"-8,94102605453863E+018",1,64,30,0.46875,34,0.53125,3,0.046875,0,0.0,38,1.6842105263157894,2.314528300059884,1.0,4.299999999999997,2,12,200,12800,200,600,0,[{'2018_12': 64}]
"-8,93995046922839E+018",2,87,34,0.3908045977011494,53,0.6091954022988506,10,0.1149425287356321,3,0.088235294117647,87,1.0,1.9529345837411176,0.0,5.0,4,9,496,18636,496,2240,0,"[{'2018_25': 68}, {'2018_33': 19}]"
"-8,93819582813008E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,91,182,0,0,0,[{'2018_23': 2}]
"-8,92755575665392E+018",1,75,17,0.2266666666666666,58,0.7733333333333333,9,0.12,0,0.0,24,3125.0,5.566299996602224,1.0,12.549999999999994,2,24,31,2325,31,279,0,[{'2018_11': 75}]
"-8,92146484173196E+018",1,9,1,0.1111111111111111,8,0.8888888888888888,0,0.0,0,0.0,2,4.5,4.949747468305833,4.5,7.649999999999999,1,8,168,1512,0,0,0,[{'2018_2': 9}]
"-8,9199808795489E+018",1,124,109,0.8790322580645161,15,0.1209677419354838,6,0.0483870967741935,2,0.018348623853211,47,2.6382978723404253,9.034777088549454,0.0,5.699999999999996,3,62,105,13020,105,630,0,[{'2018_19': 124}]
"-8,91510524711086E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,27,54,0,0,0,[{'2018_35': 2}]
"-8,91319759410831E+018",3,26,5,0.1923076923076923,21,0.8076923076923077,1,0.0384615384615384,0,0.0,64,0.40625,2.2305152796379613,0.0,0.8499999999999943,4,17,599,7896,125,125,0,"[{'2018_17': 1}, {'2018_36': 2}, {'2018_42': 23}]"
"-8,9105149034974E+018",1,6,3,0.5,3,0.5,0,0.0,0,0.0,9,0.6666666666666666,1.3228756555322954,0.0,2.799999999999999,1,4,75,450,0,0,0,[{'2018_30': 6}]
"-8,90204434918365E+018",1,8,5,625.0,3,375.0,0,0.0,1,0.2,17,0.4705882352941176,1.0675700831106785,0.0,2.3999999999999986,1,4,273,2184,0,0,0,[{'2018_45': 8}]
"-8,89710734006875E+018",1,1,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,273,273,0,0,0,[{'2018_45': 1}]
"-8,88890250337562E+018",1,13,10,0.7692307692307693,3,0.2307692307692307,2,0.1538461538461538,1,0.1,63,0.2063492063492063,0.5724517209881231,0.0,1.0,3,3,278,3614,278,556,0,[{'2018_4': 13}]
"-8,88010377363605E+018",1,1,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,308,308,0,0,0,[{'2018_33': 1}]
"-8,87626580894165E+018",1,8,2,0.25,6,0.75,0,0.0,0,0.0,20,0.4,1.0954451150103324,0.0,3.0500000000000007,1,4,56,448,0,0,0,[{'2018_43': 8}]
"-8,87506136708045E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,273,546,0,0,0,[{'2018_57': 2}]
"-8,87010298378439E+018",1,1,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,92,92,0,0,0,[{'2018_51': 1}]
"-8,86806307322576E+018",1,3,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,0.0,3,1.0,0.0,1.0,1.0,0,1,107,321,107,107,0,[{'2018_52': 3}]
"-8,86547884686981E+018",1,7,5,0.7142857142857143,2,0.2857142857142857,0,0.0,0,0.0,30,0.2333333333333333,0.7738543627276672,0.0,1.0,1,4,308,2156,0,0,0,[{'2018_33': 7}]
"-8,85771290562902E+018",1,2,0,0.0,2,1.0,0,0.0,0,0.0,2,1.0,0.0,1.0,1.0,0,1,168,336,0,0,0,[{'2018_2': 2}]
"-8,85485288559505E+018",1,323,245,0.7585139318885449,78,0.2414860681114551,18,0.0557275541795665,17,0.0693877551020408,75,4.306666666666667,7.791147667833154,1.0,18.499999999999982,4,47,270,87210,270,4860,0,[{'2018_59': 323}]
"-8,85275039761261E+018",1,18,14,0.7777777777777778,4,0.2222222222222222,1,0.0555555555555555,0,0.0,79,0.2278481012658227,0.6191260815343609,0.0,1.0999999999999943,4,3,104,1872,104,104,0,[{'2018_16': 18}]
"-8,85179614209687E+018",1,84,32,0.3809523809523809,52,0.6190476190476191,17,0.2023809523809523,0,0.0,45,1.8666666666666667,2.4826671874490875,1.0,6.799999999999997,3,10,326,27384,326,5542,0,[{'2018_42': 84}]
"-8,84636979584664E+018",1,53,35,0.660377358490566,18,0.3396226415094339,0,0.0,3,0.0857142857142857,45,1.1777777777777778,2.699232962502234,0.0,5.0,2,14,153,8109,0,0,0,[{'2018_54': 53}]
"-8,83857933514091E+018",1,40,34,0.85,6,0.15,3,75.0,0,0.0,75,0.5333333333333333,1.1068989227681207,0.0,3.0,3,5,270,10800,270,810,0,[{'2018_59': 40}]
"-8,83690287869515E+018",1,9,4,0.4444444444444444,5,0.5555555555555556,0,0.0,0,0.0,47,0.1914893617021276,0.6128443263689624,0.0,1.6999999999999955,3,3,40,360,0,0,0,[{'2018_14': 9}]
"-8,83364251755097E+018",1,40,26,0.65,14,0.35,1,25.0,1,0.0384615384615384,66,0.6060606060606061,2.2929912467798164,0.0,1.75,4,18,200,8000,200,200,0,[{'2018_12': 40}]
"-8,83225564643461E+018",1,27,5,0.1851851851851851,22,0.8148148148148148,0,0.0,0,0.0,17,1.588235294117647,1.6605279103876784,2.0,4.399999999999999,1,6,110,2970,0,0,0,[{'2018_3': 27}]
"-8,83016079732925E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,200,400,0,0,0,[{'2018_12': 2}]
"-8,82788675262007E+018",1,17,16,0.9411764705882352,1,0.0588235294117647,0,0.0,0,0.0,13,1.3076923076923077,1.6525039276108335,1.0,3.799999999999997,1,5,308,5236,0,0,0,[{'2018_33': 17}]
"-8,82278523539153E+018",1,100,50,0.5,50,0.5,4,0.04,0,0.0,34,2.9411764705882355,3.103675011011147,1.5,8.0,1,9,91,9100,91,364,0,[{'2018_23': 100}]
"-8,81993243116264E+018",1,13,12,0.9230769230769232,1,0.0769230769230769,0,0.0,0,0.0,40,325.0,0.7970297423913426,0.0,2.0,1,3,32,416,0,0,0,[{'2018_15': 13}]
"-8,81921431210689E+018",1,9,8,0.8888888888888888,1,0.1111111111111111,0,0.0,0,0.0,1,9.0,,9.0,9.0,0,9,326,2934,0,0,0,[{'2018_42': 9}]
"-8,81667019310998E+018",1,1,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,188,188,0,0,0,[{'2018_25': 1}]
"-8,81649027430248E+018",1,25,11,0.44,14,0.56,5,0.2,1,0.0909090909090909,80,0.3125,0.7890669060849536,0.0,2.0,2,5,95,2375,95,475,0,[{'2018_56': 25}]
"-8,81512511314851E+018",1,4,0,0.0,4,1.0,0,0.0,0,0.0,32,125.0,0.3360107525161235,0.0,1.0,0,1,168,672,0,0,0,[{'2018_2': 4}]
"-8,81176326827845E+018",10,122,119,0.9754098360655736,3,0.0245901639344262,83,0.680327868852459,78,0.6554621848739496,80,1525.0,4.053362411066028,0.0,9.099999999999994,4,27,1257,15413,979,11461,1,"[{'2018_13': 1}, {'2018_14': 4}, {'2018_16': 14}, {'2018_19': 9}, {'2018_25': 7}, {'2018_31': 44}, {'2018_4': 2}, {'2018_40': 6}, {'2018_51': 7}, {'2018_6': 28}]"
"-8,8097646193773E+018",2,14,6,0.4285714285714285,8,0.5714285714285714,1,0.0714285714285714,0,0.0,18,0.7777777777777778,1.6647047275914608,0.0,4.299999999999997,1,6,474,2608,166,166,0,"[{'2018_33': 2}, {'2018_55': 12}]"
"-8,79846605526218E+018",1,3,3,1.0,0,0.0,0,0.0,0,0.0,1,3.0,,3.0,3.0,0,3,273,819,0,0,0,[{'2018_45': 3}]
"-8,79447316189344E+018",1,851,619,0.72737955346651,232,0.27262044653349,10,0.0117508813160987,85,0.1373182552504038,51,16.686274509803923,22.448599240111555,6.0,65.0,3,89,302,257002,302,3020,0,[{'2018_6': 851}]
"-8,78715925398766E+018",1,27,6,0.2222222222222222,21,0.7777777777777778,0,0.0,0,0.0,23,1.173913043478261,3.0249293592509723,0.0,4.699999999999996,2,14,306,8262,0,0,0,[{'2018_39': 27}]
"-8,78209718492479E+018",1,41,11,0.2682926829268293,30,0.7317073170731707,6,0.1463414634146341,0,0.0,43,0.9534883720930232,1.889236282735548,0.0,4.899999999999999,3,8,278,11398,278,1668,0,[{'2018_4': 41}]
"-8,77992679509782E+018",1,32,12,375.0,20,625.0,6,0.1875,0,0.0,68,0.4705882352941176,0.9537136876801556,0.0,2.0,3,5,326,10432,326,1956,0,[{'2018_42': 32}]
"-8,77983456819855E+018",1,2,1,0.5,1,0.5,0,0.0,0,0.0,26,0.0769230769230769,0.271746488194703,0.0,0.75,2,1,125,250,0,0,0,[{'2018_36': 2}]
"-8,77839054490101E+018",1,10,10,1.0,0,0.0,0,0.0,1,0.1,19,0.5263157894736842,1.6113631583445662,0.0,1.5999999999999872,1,7,273,2730,0,0,0,[{'2018_45': 10}]
"-8,77810034459051E+018",1,10,7,0.7,3,0.3,1,0.1,0,0.0,15,0.6666666666666666,1.397276262011543,0.0,3.299999999999999,1,4,273,2730,273,273,0,[{'2018_45': 10}]
"-8,77649865229061E+018",1,4,2,0.5,2,0.5,0,0.0,0,0.0,37,0.1081081081081081,0.3148000938676784,0.0,1.0,0,1,273,1092,0,0,0,[{'2018_45': 4}]
"-8,7708436350219E+018",3,391,173,0.4424552429667519,218,0.5575447570332481,117,0.29923273657289,77,0.4450867052023121,75,5.213333333333333,7.537820556284073,2.0,18.599999999999994,4,41,306,45305,306,13317,1,"[{'2018_18': 149}, {'2018_21': 76}, {'2018_32': 166}]"
"-8,76223441205955E+018",1,48,19,0.3958333333333333,29,0.6041666666666666,6,125.0,0,0.0,47,1.0212765957446808,1.5391889691331613,0.0,4.0,2,6,306,14688,306,1836,0,[{'2018_39': 48}]
"-8,76044705675559E+018",1,25,17,0.68,8,0.32,0,0.0,2,0.1176470588235294,63,0.3968253968253968,1.2252673512035022,0.0,2.0,2,7,306,7650,0,0,0,[{'2018_39': 25}]
"-8,75490132320406E+018",1,2,0,0.0,2,1.0,0,0.0,0,0.0,2,1.0,0.0,1.0,1.0,0,1,270,540,0,0,0,[{'2018_59': 2}]
"-8,74953894677212E+018",1,41,8,0.1951219512195122,33,0.8048780487804879,2,0.048780487804878,0,0.0,28,1.4642857142857142,1.835496559257908,0.5,4.649999999999999,2,5,308,12628,308,616,0,[{'2018_33': 41}]
"-8,74748727623981E+018",1,1,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,,1.0,1.0,0,1,302,302,0,0,0,[{'2018_6': 1}]
"-8,74475713260439E+018",1,10,4,0.4,6,0.6,0,0.0,0,0.0,9,1.1111111111111112,1.3642254619787415,1.0,3.2,1,4,302,3020,0,0,0,[{'2018_6': 10}]
"-8,73310996013517E+018",1,13,4,0.3076923076923077,9,0.6923076923076923,2,0.1538461538461538,0,0.0,30,0.4333333333333333,1.250746903290971,0.0,2.549999999999997,2,6,278,3614,278,556,0,[{'2018_4': 13}]
"-8,73238828843013E+018",1,12,7,0.5833333333333334,5,0.4166666666666667,0,0.0,0,0.0,49,0.2448979591836734,0.5961897155023292,0.0,1.0,2,3,302,3624,0,0,0,[{'2018_6': 12}]
"-8,73127466602366E+018",1,31,26,0.8387096774193549,5,0.1612903225806451,0,0.0,1,0.0384615384615384,70,0.4428571428571428,0.9423331249757172,0.0,3.0,1,4,104,3224,0,0,0,[{'2018_16': 31}]
"-8,72761940324997E+018",1,2,2,1.0,0,0.0,0,0.0,0,0.0,1,2.0,,2.0,2.0,0,2,89,178,0,0,0,[{'2018_44': 2}]
